episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
87836786,2026-07-24T11:26:27.9612574,1197.582327,1186.619129,2395.164655,2,4928062
87836252,2026-07-24T11:22:26.6242847,1197.582327,1190.892940,2395.164655,2,7637750
87873125,2026-07-24T16:07:19.8438351,1197.354748,1184.233731,2394.709497,2,6638201
87864620,2026-07-24T14:58:59.8858619,1196.315301,1188.341311,2392.630603,2,3555650
87913523,2026-07-24T20:55:19.2581121,1196.068566,1194.020781,2392.137132,2,3380486
87835212,2026-07-24T11:14:25.9509576,1195.707433,1194.417691,2391.414866,2,8003223
87909857,2026-07-24T20:31:20.3807134,1195.696969,1192.894492,2391.393938,2,4450945
87877838,2026-07-24T16:43:20.6752636,1195.468870,1178.618582,2390.937740,2,5875985
87877307,2026-07-24T16:39:22.7812340,1195.468870,1182.698628,2390.937740,2,5999698
87903986,2026-07-24T19:51:18.5577487,1195.223408,1161.573301,2390.446816,2,5982720
87912317,2026-07-24T20:47:19.5783278,1195.113250,1180.783506,2390.226500,2,4366970
87889192,2026-07-24T18:07:19.2528304,1194.714231,1167.459870,2389.428463,2,5606457
87840446,2026-07-24T11:54:55.8498940,1194.402720,1194.088264,2388.805440,2,5573970
87903383,2026-07-24T19:47:22.3225171,1194.208993,1166.697156,2388.417987,2,4339108
87843610,2026-07-24T12:18:56.1347220,1193.300093,1192.012011,2386.600187,2,5253017
87844131,2026-07-24T12:22:56.2907806,1193.300093,1187.562786,2386.600187,2,5775072
87843598,2026-07-24T12:18:56.1217969,1193.300093,1189.987135,2386.600187,2,5923948
87865095,2026-07-24T15:02:55.8857055,1193.003740,1186.587352,2386.007480,2,6747629
87865254,2026-07-24T15:02:56.1681450,1193.003740,1191.292009,2386.007480,2,4268018
87812694,2026-07-24T08:21:55.3593776,1192.776838,1191.377239,2385.553677,2,4700323
87942580,2026-07-24T23:55:21.8289701,1192.230455,1158.688148,2384.460910,2,4633418
87903975,2026-07-24T19:51:18.5432913,1191.889772,1158.456436,2383.779543,2,4935791
87914180,2026-07-24T20:59:21.1627234,1191.854472,1190.292070,2383.708945,2,5343235
87888072,2026-07-24T17:59:22.7819118,1191.163221,1159.529592,2382.326442,2,4789411
87801175,2026-07-24T06:53:55.8499216,1190.309092,1176.648204,2380.618184,2,4827719
87893100,2026-07-24T18:35:18.5177648,1189.346808,1166.386672,2378.693615,2,6012300
87890313,2026-07-24T18:15:21.7846843,1189.275311,1166.560474,2378.550622,2,5160989
87893657,2026-07-24T18:39:20.8418892,1188.477442,1160.909850,2376.954883,2,5030593
87845176,2026-07-24T12:30:55.8022569,1188.391478,1186.662810,2376.782955,2,5596186
87894782,2026-07-24T18:47:18.0429793,1188.334755,1166.055605,2376.669510,2,5446692
87866740,2026-07-24T15:14:56.4707750,1188.294634,1178.045078,2376.589268,2,6938656
87802754,2026-07-24T07:05:58.0097811,1187.634113,1173.252323,2375.268226,2,5589220
87868858,2026-07-24T15:30:56.0401482,1186.969750,1177.513871,2373.939500,2,4224686
87821597,2026-07-24T09:30:25.3500151,1186.835402,1136.191355,2373.670804,2,8297922
87829972,2026-07-24T10:34:25.5437534,1185.527360,1148.190923,2371.054720,2,7067200
87831012,2026-07-24T10:42:25.5588770,1185.343240,1142.694186,2370.686480,2,5652936
87845702,2026-07-24T12:34:57.5230919,1184.958787,1182.115104,2369.917574,2,6260308
87829440,2026-07-24T10:30:25.5918100,1184.659974,1140.448543,2369.319948,2,6623188
87804863,2026-07-24T07:21:55.4507058,1184.473166,1165.372232,2368.946331,2,4519219
87922195,2026-07-24T21:43:19.5060892,1184.055724,1178.218723,2368.111449,2,4979094
87900496,2026-07-24T19:27:19.7552059,1183.680189,1147.598603,2367.360378,2,5183118
87798569,2026-07-24T06:33:55.4383611,1183.623843,1158.836862,2367.247686,2,5289937
87794906,2026-07-24T06:05:57.7069347,1183.100754,1165.792265,2366.201509,2,4474734
87832582,2026-07-24T10:54:25.5397823,1182.327514,1152.678646,2364.655028,2,3013400
87921483,2026-07-24T21:39:22.9152335,1182.239190,1169.736881,2364.478380,2,6766444
87849898,2026-07-24T13:07:02.4896969,1181.028671,1174.836880,2362.057343,2,6677891
87909308,2026-07-24T20:27:20.1958985,1179.782993,1135.043273,2359.565985,2,4569333
87858814,2026-07-24T14:14:55.8290367,1179.005796,1146.084717,2358.011593,2,6012580
87939686,2026-07-24T23:35:21.3119202,1178.993001,1147.063528,2357.986003,2,4491398
87917740,2026-07-24T21:19:21.0949300,1178.919365,1175.526772,2357.838730,2,7085257
87820532,2026-07-24T09:22:25.3027336,1178.580750,1125.042178,2357.161501,2,5055222
87813762,2026-07-24T08:30:25.6282218,1178.436058,1156.135949,2356.872116,2,3037534
87840971,2026-07-24T11:58:55.8592642,1177.075393,1160.465218,2354.150786,2,5796261
87837834,2026-07-24T11:34:26.0914643,1177.020480,1153.567511,2354.040960,2,4483885
87768683,2026-07-24T02:45:56.5560706,1176.791462,1163.638530,2353.582924,2,5009009
87913462,2026-07-24T20:55:19.1367409,1176.697879,1168.179427,2353.395758,2,5904407
87931554,2026-07-24T22:43:21.4144142,1176.617825,1170.974406,2353.235649,2,3333586
87870694,2026-07-24T15:46:57.9992540,1176.561371,1171.864221,2353.122742,2,4545966
87842029,2026-07-24T12:07:02.1137453,1176.451541,1151.759302,2352.903081,2,5957560
87920086,2026-07-24T21:31:19.3869587,1176.263983,1159.015997,2352.527966,2,4559122
87938533,2026-07-24T23:27:22.2532058,1176.146909,1141.634871,2352.293819,2,5411622
87937951,2026-07-24T23:23:21.5212129,1176.146909,1145.159066,2352.293819,2,4375522
87794924,2026-07-24T06:05:57.7299614,1176.112479,1148.091768,2352.224958,2,5212134
87840445,2026-07-24T11:54:55.8460308,1176.111341,1162.661950,2352.222682,2,5935427
87825213,2026-07-24T09:58:32.7565612,1175.621731,1119.987314,2351.243462,2,3945710
87795429,2026-07-24T06:09:53.9535963,1175.542004,1143.355676,2351.084008,2,4685589
87795912,2026-07-24T06:13:54.0267270,1175.218449,1148.321144,2350.436899,2,6172766
87898197,2026-07-24T19:11:18.9437046,1174.976285,1133.529141,2349.952570,2,4468181
87793839,2026-07-24T05:57:55.7070178,1174.676226,1153.166625,2349.352452,2,4718253
87814783,2026-07-24T08:38:25.9523631,1174.565280,1159.171966,2349.130559,2,3857222
87909320,2026-07-24T20:27:20.2256690,1174.414774,1151.365583,2348.829547,2,3682408
87929195,2026-07-24T22:27:20.8925020,1174.308006,1168.015810,2348.616013,2,4613144
87765819,2026-07-24T02:25:55.9438919,1173.909661,1166.733731,2347.819322,2,4218241
87833644,2026-07-24T11:02:28.7413832,1173.615143,1139.183679,2347.230287,2,4442405
87942014,2026-07-24T23:51:21.2097743,1173.574783,1124.930497,2347.149566,2,3940169
87926795,2026-07-24T22:11:19.1202512,1173.523388,1161.337626,2347.046777,2,2969643
87814263,2026-07-24T08:34:25.4278105,1173.431954,1139.325815,2346.863909,2,6174280
87799096,2026-07-24T06:37:55.5874337,1173.372782,1134.928895,2346.745564,2,4137458
87799624,2026-07-24T06:41:57.5040088,1173.213807,1131.307637,2346.427615,2,1104888
87810585,2026-07-24T08:05:57.6332306,1172.886601,1144.466535,2345.773202,2,6871539
87835752,2026-07-24T11:18:25.9038119,1172.789313,1152.479288,2345.578625,2,4861118
87939112,2026-07-24T23:31:23.2731751,1172.716446,1138.113437,2345.432892,2,3906352
87863928,2026-07-24T14:54:58.3310284,1172.670334,1134.244227,2345.340668,2,3976846
87761845,2026-07-24T01:53:55.4686631,1172.491836,1160.488008,2344.983672,2,4191989
87766060,2026-07-24T02:25:56.3662307,1172.469310,1168.892873,2344.938620,2,3648137
87857763,2026-07-24T14:06:57.3236920,1171.589888,1140.628356,2343.179775,2,4679663
87828385,2026-07-24T10:22:25.3890869,1171.527033,1109.581894,2343.054066,2,5211842
87800648,2026-07-24T06:49:55.5777329,1171.361837,1133.626542,2342.723673,2,3707829
87812166,2026-07-24T08:17:57.1372293,1171.290514,1143.710761,2342.581028,2,6085407
87928590,2026-07-24T22:23:19.3343727,1171.266491,1166.363230,2342.532982,2,5556425
87835729,2026-07-24T11:18:25.8629001,1171.072219,1153.013216,2342.144439,2,2677772
87836781,2026-07-24T11:26:27.9523008,1170.357364,1137.987567,2340.714729,2,5745175
87858810,2026-07-24T14:14:55.8313541,1170.137647,1139.754461,2340.275294,2,5217704
87899925,2026-07-24T19:23:20.8374446,1169.877004,1123.468943,2339.754009,2,3406271
87936085,2026-07-24T23:11:21.2149064,1169.845980,1142.561470,2339.691960,2,6393806
87876758,2026-07-24T16:35:19.7676592,1169.304086,1125.273926,2338.608171,2,5190032
87839390,2026-07-24T11:46:35.7154323,1169.105555,1132.450829,2338.211110,2,3865970
87943114,2026-07-24T23:59:22.8226176,1169.002770,1118.743424,2338.005540,2,4144631
87763422,2026-07-24T02:05:58.0881313,1168.988499,1155.803432,2337.976998,2,3534820
87878359,2026-07-24T16:47:20.6289455,1168.796542,1122.109582,2337.593084,2,3715393
87768164,2026-07-24T02:41:54.8773697,1168.770261,1155.158023,2337.540522,2,5272747
87838874,2026-07-24T11:42:25.9433169,1168.541443,1146.654307,2337.082885,2,5933187
87760304,2026-07-24T01:41:55.6617080,1168.390004,1163.605740,2336.780008,2,2897661
87940328,2026-07-24T23:39:22.4719515,1168.311991,1122.511624,2336.623982,2,4359603
87935495,2026-07-24T23:07:25.1257219,1168.045516,1133.333499,2336.091031,2,4733767
87812706,2026-07-24T08:21:55.3717163,1167.544000,1149.014394,2335.088000,2,3895496
87805880,2026-07-24T07:29:56.4179502,1167.446427,1133.997391,2334.892854,2,6296949
87937315,2026-07-24T23:19:25.0056749,1167.401029,1131.299279,2334.802058,2,4772750
87798057,2026-07-24T06:29:55.6262822,1167.148083,1129.710788,2334.296166,2,5384293
87898765,2026-07-24T19:15:18.1416268,1167.025683,1123.860565,2334.051366,2,6491840
87901640,2026-07-24T19:35:19.1941507,1166.889327,1108.567230,2333.778654,2,6506951
87753987,2026-07-24T00:53:55.2213137,1166.513655,1162.422337,2333.027310,2,4012895
87935509,2026-07-24T23:07:25.1647137,1166.401190,1133.562975,2332.802380,2,4434303
87916331,2026-07-24T21:11:24.7630702,1166.330736,1138.278827,2332.661473,2,4822355
87928577,2026-07-24T22:23:19.3176904,1166.252290,1160.812340,2332.504580,2,1293064
87790180,2026-07-24T05:29:55.8788715,1166.052784,1145.651025,2332.105567,2,4340477
87856702,2026-07-24T13:58:55.9181025,1165.971295,1126.930717,2331.942591,2,4454792
87846223,2026-07-24T12:38:58.6425396,1165.917461,1140.235237,2331.834922,2,4162620
87772297,2026-07-24T03:13:55.3249811,1165.913008,1150.670793,2331.826016,2,5303072
87772304,2026-07-24T03:13:55.3367340,1165.913008,1154.803356,2331.826016,2,3715374
87812163,2026-07-24T08:17:57.1368179,1165.821565,1139.220200,2331.643131,2,656951
87803808,2026-07-24T07:13:55.7101768,1165.463340,1134.667598,2330.926680,2,3736785
87918593,2026-07-24T21:23:19.5682129,1165.207371,1140.975865,2330.414741,2,5137836
87815328,2026-07-24T08:42:36.4044494,1165.193543,1145.764977,2330.387086,2,5675062
87841530,2026-07-24T12:02:56.8583266,1165.148775,1132.982210,2330.297550,2,4507734
87882515,2026-07-24T17:19:24.9047205,1165.089112,1102.165510,2330.178224,2,4339104
87771252,2026-07-24T03:05:57.2183554,1165.080398,1151.836426,2330.160796,2,5847258
87773356,2026-07-24T03:21:55.5872409,1165.033922,1142.136828,2330.067843,2,3157096
87928583,2026-07-24T22:23:19.3199834,1164.442913,1156.439567,2328.885827,2,894627
87780197,2026-07-24T04:13:55.2930474,1164.371371,1160.464990,2328.742742,2,5428954
87757101,2026-07-24T01:17:55.3309871,1164.370015,1159.179336,2328.740029,2,4250987
87911135,2026-07-24T20:39:24.3655009,1164.209812,1128.504464,2328.419623,2,4961850
87929806,2026-07-24T22:31:22.4505772,1163.995793,1148.325993,2327.991587,2,1532520
87929190,2026-07-24T22:27:20.8831500,1163.947445,1152.347864,2327.894889,2,4652586
87815837,2026-07-24T08:46:26.8339131,1163.912023,1111.923132,2327.824046,2,6763181
87908086,2026-07-24T20:19:20.1106395,1163.869706,1109.875490,2327.739412,2,6243686
87788598,2026-07-24T05:17:55.9719606,1163.789113,1152.564161,2327.578225,2,4132660
87826808,2026-07-24T10:10:27.4349020,1163.751067,1104.661981,2327.502134,2,5925695
87847776,2026-07-24T12:50:56.2908029,1163.259039,1133.592822,2326.518078,2,5116960
87847257,2026-07-24T12:46:58.0688793,1163.218552,1137.184650,2326.437103,2,2809843
87822631,2026-07-24T09:38:27.9986481,1163.144260,1091.833596,2326.288520,2,4088990
87771256,2026-07-24T03:05:57.2321076,1163.127366,1152.128617,2326.254733,2,6858590
87814778,2026-07-24T08:38:25.9504075,1163.119098,1115.560757,2326.238196,2,3502752
87790709,2026-07-24T05:33:55.4704410,1163.025404,1144.885675,2326.050807,2,8522679
87791279,2026-07-24T05:37:56.6921025,1163.025404,1145.918623,2326.050807,2,5043836
87791219,2026-07-24T05:37:56.5875640,1163.025404,1149.990321,2326.050807,2,6135618
87930390,2026-07-24T22:35:21.1827130,1163.009748,1138.916284,2326.019497,2,6069217
87919319,2026-07-24T21:27:20.5065085,1162.990275,1135.461807,2325.980549,2,5997089
87787067,2026-07-24T05:06:01.9818823,1162.940119,1140.251666,2325.880238,2,5786618
87889734,2026-07-24T18:11:19.5441432,1162.937692,1108.427957,2325.875384,2,4873564
87797565,2026-07-24T06:25:55.0910859,1162.875149,1124.600873,2325.750298,2,6034513
87924267,2026-07-24T21:55:19.6697865,1162.581380,1137.377298,2325.162759,2,6476450
87933624,2026-07-24T22:55:21.5812977,1162.522223,1135.855155,2325.044447,2,2584299
87768692,2026-07-24T02:45:56.5731222,1162.302970,1150.898604,2324.605941,2,2187866
87876246,2026-07-24T16:31:19.8983313,1162.240865,1104.881197,2324.481730,2,4507229
87785995,2026-07-24T04:57:56.5986708,1162.136798,1146.196698,2324.273595,2,5722564
87838356,2026-07-24T11:38:25.9011534,1161.983019,1120.186070,2323.966038,2,5306645
87855158,2026-07-24T13:46:57.8972197,1161.959400,1123.862017,2323.918800,2,4544496
87824682,2026-07-24T09:54:32.3962328,1161.889239,1095.434919,2323.778477,2,5213242
87863024,2026-07-24T14:47:03.0771035,1161.871971,1116.091137,2323.743942,2,4083525
87809023,2026-07-24T07:53:55.3772129,1161.865476,1132.209985,2323.730951,2,4276069
87923591,2026-07-24T21:51:19.5657124,1161.735497,1135.808692,2323.470994,2,5993284
87837314,2026-07-24T11:30:26.1838907,1161.572112,1117.186216,2323.144225,2,4718493
87838869,2026-07-24T11:42:25.9327295,1161.558898,1116.048257,2323.117797,2,4781928
87788625,2026-07-24T05:17:56.0955879,1161.265250,1152.469706,2322.530500,2,6554906
87816883,2026-07-24T08:54:25.6262645,1160.994668,1131.238504,2321.989337,2,4558378
87872050,2026-07-24T15:59:41.1171601,1160.837011,1118.169148,2321.674022,2,3385385
87787572,2026-07-24T05:09:56.5900122,1160.811361,1153.209577,2321.622721,2,4212515
87813753,2026-07-24T08:30:25.6116058,1160.801613,1117.601659,2321.603226,2,5825092
87820549,2026-07-24T09:22:25.3266121,1160.800094,1156.754359,2321.600187,2,3173501
87886937,2026-07-24T17:51:20.3731901,1160.748541,1095.062310,2321.497081,2,4741496
87805419,2026-07-24T07:26:00.7892401,1160.634322,1114.513894,2321.268645,2,6272914
87853587,2026-07-24T13:34:55.7624913,1160.429517,1124.645538,2320.859034,2,5270064
87817414,2026-07-24T08:58:25.9008737,1160.334433,1136.455958,2320.668867,2,5127531
87884706,2026-07-24T17:35:25.9750915,1160.112755,1088.695189,2320.225511,2,5587647
87904555,2026-07-24T19:55:19.7522084,1160.108340,1094.188670,2320.216680,2,5609081
87918543,2026-07-24T21:23:19.4603897,1159.855790,1145.067867,2319.711580,2,4366042
87823620,2026-07-24T09:46:50.1337540,1159.803928,1087.930485,2319.607857,2,4436813
87782820,2026-07-24T04:33:55.3257773,1159.703669,1156.464423,2319.407338,2,4257975
87875730,2026-07-24T16:27:22.1953197,1159.651249,1102.567281,2319.302499,2,5030687
87771259,2026-07-24T03:05:57.2351596,1159.400156,1139.642497,2318.800313,2,3619252
87842015,2026-07-24T12:07:02.0928156,1159.320922,1121.010493,2318.641844,2,2143932
87753454,2026-07-24T00:49:54.9957213,1159.295080,1143.197626,2318.590160,2,4231019
87785983,2026-07-24T04:57:56.5745921,1159.212455,1144.819114,2318.424911,2,5862430
87794188,2026-07-24T06:01:53.8396655,1159.182158,1148.832939,2318.364315,2,5619936
87905732,2026-07-24T20:03:21.8525450,1159.054418,1137.577773,2318.108836,2,5030103
87870423,2026-07-24T15:42:55.9838934,1159.011149,1123.022281,2318.022298,2,5132362
87811129,2026-07-24T08:09:56.0392216,1158.871528,1113.241586,2317.743057,2,7078349
87859880,2026-07-24T14:22:55.6382639,1158.711986,1106.436971,2317.423973,2,2504005
87855670,2026-07-24T13:50:55.5340213,1158.521674,1117.972697,2317.043348,2,5372423
87770187,2026-07-24T02:58:15.8732998,1158.508756,1149.827474,2317.017511,2,3032966
87839907,2026-07-24T11:50:26.0872264,1158.466207,1127.500418,2316.932413,2,4301590
87838348,2026-07-24T11:38:25.8962069,1158.254896,1120.593464,2316.509791,2,5677512
87777566,2026-07-24T03:53:55.0852189,1158.031038,1150.209707,2316.062076,2,5519992
87917078,2026-07-24T21:15:19.7140327,1157.892760,1118.038974,2315.785520,2,5483800
87754510,2026-07-24T00:57:54.9587591,1157.866197,1150.046132,2315.732393,2,4053313
87919313,2026-07-24T21:27:20.4949229,1157.862404,1120.772538,2315.724808,2,4550547
87804319,2026-07-24T07:17:56.0727080,1157.818818,1116.070603,2315.637636,2,2415588
87899341,2026-07-24T19:19:24.3777926,1157.816195,1102.519691,2315.632391,2,4174195
87931565,2026-07-24T22:43:21.4286300,1157.744224,1149.449556,2315.488448,2,1418537
87769732,2026-07-24T02:54:06.5180041,1157.729316,1152.618611,2315.458631,2,4254255
87810065,2026-07-24T08:01:55.8091094,1157.298081,1113.631239,2314.596162,2,4878519
87840968,2026-07-24T11:58:55.8553794,1157.285136,1113.971341,2314.570271,2,4447991
87753981,2026-07-24T00:53:55.2172238,1157.277479,1135.249353,2314.554958,2,5168499
87826829,2026-07-24T10:10:27.4885494,1157.197206,1128.418278,2314.394413,2,4511124
87920783,2026-07-24T21:35:19.2494358,1157.168430,1132.295408,2314.336860,2,6065550
87804323,2026-07-24T07:17:56.0798032,1157.162967,1144.946636,2314.325934,2,5013346
87926799,2026-07-24T22:11:19.1276532,1156.973943,1131.003615,2313.947885,2,5320925
87927971,2026-07-24T22:19:20.6554902,1156.856784,1152.159122,2313.713568,2,5918871
87863027,2026-07-24T14:47:03.0759997,1156.786107,1099.399753,2313.572215,2,6802244
87778625,2026-07-24T04:01:55.5903552,1156.781224,1152.170671,2313.562448,2,4501783
87747608,2026-07-24T00:05:29.5787900,1156.764822,1148.898052,2313.529645,2,3636532
87857217,2026-07-24T14:02:58.0706752,1156.710203,1114.600196,2313.420406,2,4605298
87784934,2026-07-24T04:49:55.8500045,1156.674724,1145.769288,2313.349448,2,5269796
87777575,2026-07-24T03:53:55.0941032,1156.587442,1130.662259,2313.174883,2,3906544
87794912,2026-07-24T06:05:57.7267848,1156.521460,1152.344416,2313.042919,2,4934530
87812731,2026-07-24T08:21:55.4092612,1156.401203,1126.118996,2312.802406,2,4053335
87914869,2026-07-24T21:03:19.1463576,1156.340904,1128.054284,2312.681808,2,3662104
87915562,2026-07-24T21:07:24.9072217,1156.099575,1129.652193,2312.199149,2,2839732
87883048,2026-07-24T17:23:19.7138590,1156.046357,1081.658745,2312.092713,2,4919751
87856181,2026-07-24T13:54:55.8321059,1156.012443,1105.791104,2312.024886,2,5593487
87793635,2026-07-24T05:57:55.3099409,1155.888334,1154.680398,2311.776668,2,3624894
87790189,2026-07-24T05:29:55.8905583,1155.884577,1139.551602,2311.769153,2,7369306
87934271,2026-07-24T22:59:26.7320914,1155.780395,1118.918284,2311.560791,2,5430211
87763963,2026-07-24T02:09:55.1268966,1155.773095,1125.172738,2311.546190,2,1821716
87917793,2026-07-24T21:19:21.2421644,1155.634497,1110.318566,2311.268994,2,4895086
87761319,2026-07-24T01:49:56.3574023,1155.576871,1120.466898,2311.153741,2,1543982
87821065,2026-07-24T09:26:27.1512307,1155.441587,1076.455379,2310.883175,2,3936249
87867806,2026-07-24T15:22:55.8172193,1155.334476,1124.587581,2310.668952,2,3866299
87844601,2026-07-24T12:26:56.5339349,1155.257332,1128.557099,2310.514664,2,5002384
87805324,2026-07-24T07:26:00.8101258,1155.241991,1143.429120,2310.483981,2,4979786
87834152,2026-07-24T11:06:27.0927048,1155.154007,1108.620818,2310.308014,2,5041834
87920097,2026-07-24T21:31:19.4063917,1155.064536,1133.834394,2310.129072,2,7480392
87766601,2026-07-24T02:29:55.8094994,1154.976654,1153.619698,2309.953309,2,3807136
87806414,2026-07-24T07:33:58.4612348,1154.954966,1115.118220,2309.909932,2,5340656
87911637,2026-07-24T20:43:19.5869756,1154.918898,1126.208916,2309.837797,2,4057063
87780204,2026-07-24T04:13:55.3018418,1154.821852,1146.309191,2309.643704,2,7444024
87773875,2026-07-24T03:25:58.1877894,1154.782255,1127.269086,2309.564510,2,5134265
87860420,2026-07-24T14:26:56.6842876,1154.777474,1106.026750,2309.554948,2,5283425
87855666,2026-07-24T13:50:55.5326567,1154.703948,1106.237704,2309.407897,2,5863750
87765037,2026-07-24T02:17:57.3169913,1154.658509,1148.588335,2309.317019,2,4405227
87930397,2026-07-24T22:35:21.1930539,1154.594297,1153.984635,2309.188594,2,4303621
87929804,2026-07-24T22:31:22.4503584,1154.594297,1149.318161,2309.188594,2,5265792
87923598,2026-07-24T21:51:19.5781649,1154.348900,1131.908767,2308.697800,2,8275887
87797306,2026-07-24T06:25:54.6012322,1154.298929,1134.507431,2308.597857,2,6420796
87941468,2026-07-24T23:47:22.0009515,1154.185779,1089.260826,2308.371558,2,5589192
87926158,2026-07-24T22:07:19.3258042,1154.185184,1153.611847,2308.370368,2,2882558
87902237,2026-07-24T19:39:21.4024168,1154.110290,1085.848279,2308.220580,2,3958477
87784945,2026-07-24T04:49:55.8698668,1153.989388,1150.534610,2307.978776,2,7272475
87817390,2026-07-24T08:58:25.8580069,1153.976829,1081.469753,2307.953658,2,8964910
87841495,2026-07-24T12:02:56.7607524,1153.943451,1104.210560,2307.886902,2,7326862
87793327,2026-07-24T05:53:55.7019983,1153.804872,1150.585538,2307.609744,2,5665348
87825221,2026-07-24T09:58:32.7748423,1153.674943,1132.770953,2307.349886,2,4103718
87914874,2026-07-24T21:03:19.1466481,1153.664007,1116.668341,2307.328013,2,4288275
87840470,2026-07-24T11:54:55.8990945,1153.560781,1109.784708,2307.121563,2,5777531
87892539,2026-07-24T18:31:19.0682464,1153.400221,1098.376861,2306.800441,2,5874843
87916333,2026-07-24T21:11:24.7666659,1153.334862,1118.526980,2306.669724,2,5667065
87763993,2026-07-24T02:09:55.1683245,1153.299516,1152.866338,2306.599032,2,5753114
87807982,2026-07-24T07:45:57.9876471,1153.013189,1117.279459,2306.026379,2,7638516
87770719,2026-07-24T03:02:09.4909796,1152.923703,1143.628384,2305.847405,2,4539663
87781778,2026-07-24T04:26:02.5939220,1152.915973,1147.792617,2305.831945,2,4162095
87858288,2026-07-24T14:10:57.8567206,1152.897620,1108.938307,2305.795241,2,4885924
87879394,2026-07-24T16:55:20.0392387,1152.823583,1083.582323,2305.647167,2,3859265
87922886,2026-07-24T21:47:19.2075658,1152.779373,1112.320055,2305.558745,2,5119060
87750811,2026-07-24T00:29:55.0238490,1152.731451,1147.188858,2305.462902,2,5143250
87781256,2026-07-24T04:21:55.0624958,1152.656316,1140.664550,2305.312632,2,4552852
87861976,2026-07-24T14:39:01.8736821,1152.497766,1093.290056,2304.995531,2,4428185
87792276,2026-07-24T05:45:58.3927165,1152.494402,1145.828430,2304.988805,2,6337598
87915569,2026-07-24T21:07:24.9055131,1152.491903,1108.329584,2304.983806,2,5090117
